gene_symbol,Arpc5l
pvalue,0.2765145
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:1921442
mouse_life_stage,Early adult
analysis_id,xvysa134x1xtljz
mouse_strain,C57BL
parameter_name,Cornea
