parameter_id,M-G-P_020_001_001
analysis_id,5berlhfzryws1c5
gene_symbol,Ap5s1
mouse_life_stage,Early adult
gene_accession_id,MGI:1916846
pvalue,0.1216986
mouse_strain,C57BL
parameter_name,Body Weight
