parameter_id,M-G-P_014_001_009
gene_accession_id,MGI:2653612
parameter_name,lens
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,3718n15lx0s6w9a
gene_symbol,Amigo1
pvalue,0.7323562
