parameter_id,IMPC_HEM_031_001
mouse_life_stage,Early adult
analysis_id,62i79n5w5jbb351
mouse_strain,C57BL
pvalue,0.1203189
gene_accession_id,MGI:3616086
gene_symbol,Kcng1
parameter_name,Lymphocyte differential count
