parameter_id,IMPC_DXA_002_001
parameter_name,Fat mass
gene_symbol,Fgb
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.1719539
analysis_id,0u8jz8xgp8jf1mc
