gene_symbol,Dcaf12
parameter_id,IMPC_XRY_027_001
gene_accession_id,MGI:1916220
parameter_name,Joints
pvalue,0.2189823
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,a9f6x62394unfhc
