parameter_name,Periphery distance travelled
gene_accession_id,MGI:1931322
gene_symbol,Car13
mouse_life_stage,Early adult
pvalue,0.9469945
mouse_strain,C57BL
analysis_id,dobgk24c7705937
parameter_id,HRWLLA_OFD_010_001
