parameter_name,Whole arena resting time
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_003
analysis_id,85v8m9viy6i0i47
gene_accession_id,MGI:2685053
gene_symbol,Ntmt2
pvalue,0.1688654
