parameter_id,JAX_LDT_009_001
pvalue,0.5628158
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,3w5g7dy3t8l46y5
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
parameter_name,Percent time in light
