gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
parameter_id,IMPC_XRY_033_001
mouse_life_stage,Early adult
pvalue,0.3796392
analysis_id,386c9026e73uro3
mouse_strain,C57BL
parameter_name,Tibia length
