gene_symbol,Eprs1
parameter_id,MGP_IMM_079_001
mouse_strain,C57BL
gene_accession_id,MGI:97838
pvalue,0.3274013
analysis_id,q276p20347l2032
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_life_stage,Early adult
