mouse_life_stage,Late adult
gene_accession_id,MGI:2441730
analysis_id,5nj8989g82n4v8l
parameter_id,MGP_IMM_082_001
parameter_name,Resting CD8+ T cells - % of CD45+
gene_symbol,Tbl1xr1
pvalue,0.3691522
mouse_strain,C57BL
