mouse_life_stage,Early adult
gene_accession_id,MGI:1931749
parameter_id,MGP_IMM_101_001
gene_symbol,Pum1
pvalue,0.6043153
analysis_id,o84e19ad715r5j4
mouse_strain,C57BL
parameter_name,KLRG1+ NK cells - % of CD45+
