gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,z16393v4p7p3y4a
pvalue,0.6319275
parameter_name,Monocyte percentage
gene_accession_id,MGI:1917604
parameter_id,MGP_PBI_016_001
mouse_life_stage,Middle aged adult
