gene_symbol,Frmpd1
mouse_life_stage,Late adult
parameter_id,JAX_URI_002_001
parameter_name,Creatinine
mouse_strain,C50BL
pvalue,0.2313324
gene_accession_id,MGI:2446274
analysis_id,r6m0040u338r609
