mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Wars2
gene_accession_id,MGI:1917810
analysis_id,6ycw2d5q3b0xg52
parameter_id,IMPC_EYE_026_001
pvalue,0.4813047
parameter_name,Retinal Blood Vessels Pattern
