parameter_id,HRWLLA_OFD_017_001
pvalue,0.6011022
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
parameter_name,Center average speed
mouse_strain,C57BL
analysis_id,01gk29595d54q9v
gene_symbol,Lpgat1
