mouse_life_stage,E12.5
gene_symbol,Wars2
parameter_id,IMPC_CBC_008_001
mouse_strain,C57BL
pvalue,0.9878347
gene_accession_id,MGI:1917810
parameter_name,Total bilirubin
analysis_id,82764640ol1q3rn
