mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.1519583
analysis_id,65s5d29j3rptksl
parameter_id,IMPC_IMM_064_001
gene_accession_id,MGI:104848
parameter_name,B1B Cells
gene_symbol,Inpp1
