gene_symbol,Mms22l
pvalue,0.7351922
mouse_life_stage,Early adult
analysis_id,0c29lfp0m0a07g4
parameter_name,Percentage center time
mouse_strain,129SV
parameter_id,JAX_OFD_022_001
gene_accession_id,MGI:2684980
