parameter_id,IMPC_ACS_037_001
parameter_name,% Pre-pulse inhibition - Global
gene_accession_id,MGI:1914309
pvalue,0.2559235
mouse_life_stage,E18.5
gene_symbol,Ola1
analysis_id,77n45t50ttvgsc9
mouse_strain,C57BL
