gene_symbol,Eprs1
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
analysis_id,7b5c079j89z3ice
pvalue,0.7945752
parameter_id,IMPC_CBC_024_001
mouse_strain,C57BL
