mouse_life_stage,Late adult
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_id,JAX_OFD_014_001
analysis_id,tw7r305kwaxlrtd
parameter_name,Center distance travelled
pvalue,0.3095612
