parameter_id,HMGULA_CBC_017_001
pvalue,0.2162959
parameter_name,Triglycerides
analysis_id,61v818ympqmv7p8
gene_symbol,Kifap3
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:107566
