parameter_id,IMPC_XRY_025_001
pvalue,0.1435828
mouse_strain,C57BL
gene_symbol,Sgip1
analysis_id,2gd856g78768308
parameter_name,Tibia
mouse_life_stage,Early adult
gene_accession_id,MGI:1920344
