pvalue,0.9258546
parameter_id,MGP_IMM_033_001
mouse_life_stage,Middle aged adult
analysis_id,h9z628bp3p587a2
mouse_strain,C57BL
parameter_name,Total NK cells - % of CD45+
gene_symbol,Snap23
gene_accession_id,MGI:109356
