gene_symbol,Bcs1l
pvalue,0.626402
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
analysis_id,r4u89muv9bj02yk
parameter_id,JAX_LDT_004_001
parameter_name,Dark side time spent
