parameter_id,MGP_PBI_001_001
analysis_id,89iy76pk89rl4dg
mouse_strain,C57BL
pvalue,0.6950484
mouse_life_stage,Early adult
gene_accession_id,MGI:2443129
parameter_name,Total T cell percentage
gene_symbol,Golm2
