parameter_name,Whole arena resting time
parameter_id,JAXLA_OFD_007_001
pvalue,0.6358754
mouse_life_stage,Early adult
gene_symbol,Psmd14
gene_accession_id,MGI:1913284
mouse_strain,C57BL
analysis_id,hj953hu752o43rp
