gene_symbol,Hnf4a
pvalue,0.1023491
gene_accession_id,MGI:109128
parameter_id,MGP_IMM_129_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,9ydzi13o895nd37
parameter_name,CD11b-high cDC - % of CD45+
