parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
gene_accession_id,MGI:1924360
analysis_id,rtbu07cs0by8n63
parameter_name,Number of rears - total
mouse_life_stage,Early adult
gene_symbol,Gpbp1l1
pvalue,0.7339149
