gene_symbol,Eprs1
gene_accession_id,MGI:97838
Mouse_strain,C57BL
parameter_name,KLRG1+ gd T cells - % of gd T cells
parameter_id,MGP_MLN_021_001
analysis_id,eo0p68s18o5oouq
pvalue,0.8813535
mouse_life_stage,Early adult
