parameter_id,IMPC_GRS_008_001
mouse_life_stage,Early adult
pvalue,0.5980777
analysis_id,14vr6tve0jd6uvr
gene_accession_id,MGI:103302
parameter_name,Forelimb grip strength measurement mean
gene_symbol,Bmp7
mouse_strain,C59BL
