gene_symbol,Slc28a2
pvalue,0.1745324
parameter_name,LDL-cholesterol
parameter_id,IMPC_CBC_025_001
gene_accession_id,MGI:1913105
mouse_strain,C57BL
analysis_id,8l7zhe60h6r1quq
mouse_life_stage,Early adult
