parameter_name,Periphery permanence time
pvalue,0.6789177
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Slx4ip
parameter_id,IMPC_OFD_012_001
analysis_id,7nclu43z5q2g44k
gene_accession_id,MGI:1921493
