gene_symbol,Ahcy
parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
mouse_strain,C57BL
analysis_id,962a373rzdv3925
pvalue,0.9693418
gene_accession_id,MGI:87968
mouse_life_stage,E9.5
