parameter_id,IMPC_GEL_063_001
pvalue,0.9211422
mouse_life_stage,E9.5
analysis_id,y2815q20911na9b
gene_symbol,Wars2
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_name,Delayed embryonic development
