parameter_id,IMPC_GRS_009_001
gene_symbol,Rab22a
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength measurement mean
gene_accession_id,MGI:105072
mouse_life_stage,Early adult
pvalue,0.3787354
analysis_id,4on0rq6tx4w3e15
