mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,y29g2j3mk3210l5
pvalue,0.2480695
gene_accession_id,MGI:109356
gene_symbol,Snap23
parameter_id,IMPC_GRS_011_001
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
