gene_symbol,Slc39a10
parameter_id,MGP_IMM_110_001
mouse_strain,C57BL
analysis_id,05460p03382t0js
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
pvalue,0.5456596
parameter_name,Transitional 1 B cells - % of CD45+
