gene_symbol,Hnf4a
parameter_name,Bone Area
mouse_life_stage,Late adult
parameter_id,IMPC_DXA_010_001
pvalue,0.5125682
mouse_strain,C57BL
analysis_id,2990ll90d1qk894
gene_accession_id,MGI:109128
