gene_symbol,Nipal3
mouse_life_stage,Early adult
parameter_name,Skull shape
analysis_id,4509hec0m545s4i
parameter_id,IMPC_XRY_001_001
mouse_strain,129SV
pvalue,0.4039892
gene_accession_id,MGI:1921802
