parameter_id,MGP_PBI_003_001
analysis_id,kuv9pjjv30422xe
parameter_name,CD4+ alpha beta T cell percentage
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.4862596
