mouse_strain,C57BL
gene_symbol,Psd4
gene_accession_id,MGI:2674093
mouse_life_stage,Early adult
analysis_id,28j28862x5935q5
parameter_name,Resting CD8+ T cells - % of CD45+
parameter_id,MGP_IMM_082_001
pvalue,0.8897628
