gene_symbol,Frmpd1
parameter_name,Limb morphology
mouse_strain,C58BL
pvalue,0.611744
parameter_id,IMPC_GEP_084_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
analysis_id,j9gv0gjbi727503
