parameter_id,JAX_OFD_020_001
gene_symbol,Lpgat1
mouse_strain,C57BL
analysis_id,6s9720xjkv45o7g
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
pvalue,0.6307499
parameter_name,Distance travelled - total
