gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,i030g08122eegls
pvalue,0.3507854
parameter_id,TCPLA_XRY_033_001
mouse_life_stage,E12.5
gene_accession_id,MGI:97838
parameter_name,Tibia length
