gene_symbol,Ahcy
parameter_id,IMPC_IMM_004_001
mouse_strain,C57BL
gene_accession_id,MGI:87968
analysis_id,n3d3r570sy67y95
pvalue,0.7719009
mouse_life_stage,E9.5
parameter_name,NKT cells (panel A)
