parameter_id,IMPC_CBC_005_001
mouse_strain,C57BL
parameter_name,Creatinine
mouse_life_stage,E9.5
gene_symbol,Tiprl
pvalue,0.9967628
analysis_id,3p6f0oe1z761e90
gene_accession_id,MGI:1915087
