parameter_id,M-G-P_014_001_010
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
analysis_id,5uz6b4233616d32
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.4156078
parameter_name,lens opacity
