gene_symbol,Cmpk1
analysis_id,j9h6903djjyc354
mouse_strain,C57BL
gene_accession_id,MGI:1913838
parameter_name,12kHz-evoked ABR Threshold
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_006_001
pvalue,0.1626392
