gene_symbol,Orc2
mouse_strain,C57BL
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
pvalue,0.2382431
parameter_name,Center distance travelled
parameter_id,JAX_OFD_014_001
analysis_id,2q3292ow42592ig
