parameter_id,IMPC_IMM_050_001
mouse_strain,C57BL
analysis_id,n8mt2355k669111
mouse_life_stage,Early adult
gene_accession_id,MGI:109384
pvalue,0.1849687
gene_symbol,Atf3
parameter_name,Neutrophils
