gene_symbol,Lpgat1
analysis_id,xk50g6kk04kl2c1
parameter_name,Limb grasping
mouse_strain,C57BL
mouse_life_stage,E18.5
pvalue,0.3634539
gene_accession_id,MGI:2446186
parameter_id,ESLIM_008_001_017
