parameter_name,Chloride
gene_accession_id,MGI:106100
pvalue,0.4419289
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,q4b0wsm1d31j7lp
parameter_id,IMPC_CBC_003_001
gene_symbol,Etfdh
