parameter_id,IMPC_GRS_009_001
gene_accession_id,MGI:1922745
mouse_life_stage,Early adult
gene_symbol,Morn5
analysis_id,5s22v5hhw217099
parameter_name,Forelimb and hindlimb grip strength measurement mean
pvalue,1.345593
mouse_strain,C57BL
