mouse_strain,C57BL
parameter_name,Follicular B cells - % of CD45+
parameter_id,MGP_IMM_112_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
analysis_id,sbz6o9781vlutnl
gene_symbol,Frmpd1
pvalue,0.1546074
