gene_symbol,Col6a3
mouse_life_stage,Early adult
analysis_id,b78pse0zt6i5800
pvalue,0.2102837
parameter_id,MGP_CSD_067_001
mouse_strain,C57BL
parameter_name,Snout size
gene_accession_id,MGI:88461
