gene_symbol,Dnajc6
pvalue,0.7719346
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,ox5605woti240t6
parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
gene_accession_id,MGI:1919935
