parameter_id,IMPC_ECG_008_001
gene_accession_id,MGI:1918345
mouse_strain,C57BL
gene_symbol,Kif24
analysis_id,662ff2ior21s3q1
parameter_name,ST
pvalue,0.6460843
mouse_life_stage,Early adult
