parameter_name,Hemoglobin
pvalue,0.4431013
mouse_strain,C57BL
parameter_id,IMPC_HEM_003_001
gene_accession_id,MGI:1924315
analysis_id,5e86yw51411iy83
mouse_life_stage,E9.5
gene_symbol,Ints7
