mouse_strain,129SV
parameter_id,IMPC_XRY_007_001
parameter_name,Clavicle
mouse_life_stage,Early adult
analysis_id,0l6xz687nfzk9ml
gene_accession_id,MGI:1920638
pvalue,0.5831809
gene_symbol,Bpifa3
