parameter_id,IMPC_ACS_036_001
mouse_strain,C57BL
gene_symbol,Dnajc6
analysis_id,nol2yxj7ca8y726
gene_accession_id,MGI:1919935
parameter_name,% Pre-pulse inhibition - PPI4
mouse_life_stage,Early adult
pvalue,0.1247855
