gene_symbol,Slc2a8
gene_accession_id,MGI:1860103
parameter_name,Cue Baseline % Freezing Time
mouse_strain,C57BL
parameter_id,HRWLLA_FEA_015_001
analysis_id,3482y3j761laq26
pvalue,0.8192868
mouse_life_stage,Early adult
